,user_id,original_image,face_id,age,gender,x,y,dx,dy,tilt_ang,fiducial_yaw_angle,fiducial_score
37,115321157@N03,12123390243_dff6816e14_o.jpg,1748,"(0, 2)",u,1085,522,1103,1103,-115,0,30
38,115321157@N03,12120221653_282bafa83d_o.jpg,1748,"(0, 2)",u,206,303,740,657,-105,0,72
39,115321157@N03,12119850205_d42da98cf1_o.jpg,1750,57,m,191,655,1638,1638,-80,0,132
40,115321157@N03,12113399863_633fabd0ce_o.jpg,1747,"(25, 32)",m,984,1211,479,478,-95,0,158
41,115321157@N03,12112719603_d96d576383_o.jpg,1747,"(25, 32)",m,776,857,746,746,-85,0,98
42,115321157@N03,12112719603_d96d576383_o.jpg,1744,"(4, 6)",m,1643,647,637,637,-105,0,64
43,115321157@N03,12113053496_58dbddd0a5_o.jpg,1746,"(25, 32)",m,2298,685,389,389,0,0,68
44,115321157@N03,12113053496_58dbddd0a5_o.jpg,1744,"(4, 6)",m,580,1227,344,344,0,0,45
45,115321157@N03,12113053496_58dbddd0a5_o.jpg,1747,"(25, 32)",m,1453,682,325,325,5,0,105
46,115321157@N03,12112013733_e4c8fd28e0_o.jpg,1747,"(25, 32)",m,186,741,969,969,-95,0,178
47,115321157@N03,12112427605_2e2ebc804a_o.jpg,1749,"(25, 32)",f,581,798,242,242,0,0,15
48,115321157@N03,12119853485_a5b793a16a_o.jpg,1747,"(25, 32)",m,809,66,1262,1263,-5,0,80
49,115321157@N03,12121614695_fecaa52d44_o.jpg,1744,"(4, 6)",m,580,360,296,296,-5,0,55
50,115321157@N03,12120022554_a8779e73b7_o.jpg,1767,"(0, 2)",u,1259,546,1498,1498,15,0,10
51,115321157@N03,12111055746_2c478c9d49_o.jpg,1747,"(25, 32)",m,667,408,1938,1938,-105,0,30
52,115321157@N03,12120025694_6ebfa472c6_o.jpg,1767,"(0, 2)",u,1107,830,568,567,5,0,48
53,115321157@N03,12119630205_a7db75a25a_o.jpg,1744,"(4, 6)",m,0,162,1353,1371,-85,0,103
54,115321157@N03,12113091206_850d37727d_o.jpg,1752,"(15, 20)",m,468,1061,593,593,-100,0,100
55,115321157@N03,12120274266_f29962757b_o.jpg,1754,35,m,540,706,280,280,-5,0,90
56,115321157@N03,12120274266_f29962757b_o.jpg,1753,"(38, 43)",m,2722,666,261,261,-10,0,131
57,115321157@N03,12120274266_f29962757b_o.jpg,1759,"(4, 6)",f,1195,1171,261,261,0,0,86
58,115321157@N03,12120274266_f29962757b_o.jpg,1757,"(4, 6)",f,1442,1209,242,242,5,0,84
59,115321157@N03,12120274266_f29962757b_o.jpg,1756,"(4, 6)",f,1724,1161,242,243,0,0,130
60,115321157@N03,12120274266_f29962757b_o.jpg,1744,"(4, 6)",m,924,1152,242,242,-25,0,137
61,115321157@N03,12120274266_f29962757b_o.jpg,1769,"(4, 6)",f,2280,760,242,242,0,0,75
62,115321157@N03,12120274266_f29962757b_o.jpg,1762,"(4, 6)",f,1432,752,243,242,0,0,78
63,115321157@N03,12120274266_f29962757b_o.jpg,1764,"(4, 6)",m,2440,733,242,242,-5,0,85
64,115321157@N03,12120274266_f29962757b_o.jpg,1770,"(4, 6)",m,1228,723,243,242,-5,0,82
65,115321157@N03,12120274266_f29962757b_o.jpg,1755,"(4, 6)",m,927,635,242,243,0,0,169
66,115321157@N03,12120515046_a21cd03bb9_o.jpg,1747,"(25, 32)",m,661,70,1339,1338,-20,0,86
67,115321157@N03,12122287086_f1ab3557ae_o.jpg,1748,"(0, 2)",u,221,0,3043,2448,-70,0,42
68,115321157@N03,12121907473_d1e8643a03_o.jpg,1744,"(4, 6)",m,419,290,382,382,-20,0,87
69,115321157@N03,12120600786_dc0e82963e_o.jpg,1748,"(0, 2)",u,247,288,768,672,-115,0,13
70,115321157@N03,12112419326_7c3c338323_o.jpg,1744,"(4, 6)",m,608,675,1454,1454,-95,0,137
71,115321157@N03,12112823904_5b6678b186_o.jpg,1744,"(4, 6)",m,1174,602,293,293,-90,0,76
72,115321157@N03,12120576196_002c34431f_o.jpg,1748,"(0, 2)",u,406,208,1664,1664,-105,0,70
73,115321157@N03,12120251944_de0a88770f_o.jpg,1747,"(25, 32)",m,823,65,1244,1243,-5,0,77
74,115321157@N03,12120135643_1efcd311a3_o.jpg,1747,"(25, 32)",m,694,921,1091,1090,-105,0,25
75,115321157@N03,12111737495_611f493c1f_o.jpg,1744,"(4, 6)",m,745,1107,472,472,-95,0,94
76,115321157@N03,12120275956_cd955fa43c_o.jpg,1761,"(4, 6)",m,2277,1214,268,268,-20,0,69
77,115321157@N03,12111732165_fe2fea4df2_o.jpg,1744,"(4, 6)",m,600,1094,319,319,-100,0,71
78,115321157@N03,12123765296_f72560a2fb_o.jpg,1748,"(0, 2)",u,285,459,1230,1230,-205,0,12
79,115321157@N03,12112827924_8038fc33e3_o.jpg,1747,"(25, 32)",m,1477,419,465,465,-5,0,46
80,115321157@N03,12120179153_df442c5987_o.jpg,1747,"(25, 32)",m,2087,203,721,721,5,0,120
81,115321157@N03,12120282306_84e3b532a2_o.jpg,1767,"(0, 2)",u,607,144,456,456,-15,0,43
82,115321157@N03,12120311974_915cc0396f_o.jpg,1748,"(0, 2)",u,419,511,1695,1696,-100,0,56
83,115321157@N03,12113089285_88a8ca13ee_o.jpg,1744,"(4, 6)",m,415,878,957,956,-95,0,190
84,115321157@N03,12123111285_f28c6a6e84_o.jpg,1748,"(0, 2)",u,341,323,2091,2091,-70,0,10
85,115321157@N03,12111194466_7480fe0621_o.jpg,1744,"(4, 6)",m,480,350,180,180,-85,0,52
86,115321157@N03,12120476516_a07db1c0fc_o.jpg,1744,"(4, 6)",m,846,1619,873,829,-80,0,34
87,115321157@N03,12120476516_a07db1c0fc_o.jpg,1748,"(0, 2)",u,1858,57,835,835,0,0,10
88,115321157@N03,12122040094_f9905719e3_o.jpg,1748,"(0, 2)",u,768,583,1504,1504,-95,0,121
89,115321157@N03,12122295886_38457f05e0_o.jpg,1748,"(0, 2)",u,863,631,1396,1396,-90,0,123
90,115321157@N03,12112697793_4ba8b06bd6_o.jpg,1746,"(25, 32)",m,1284,855,293,294,0,0,45
91,115321157@N03,12112697793_4ba8b06bd6_o.jpg,1744,"(4, 6)",m,900,1010,268,268,0,0,43
92,115321157@N03,12112798984_5fd764c153_o.jpg,1744,"(4, 6)",m,589,1047,682,682,20,0,46
93,115321157@N03,12112798984_5fd764c153_o.jpg,1747,"(25, 32)",m,1974,372,676,676,0,0,45
94,115321157@N03,12120510076_ce3e4b9496_o.jpg,1748,"(0, 2)",u,0,27,596,688,-90,0,37
95,115321157@N03,12120099873_c6fc8a5ef4_o.jpg,1744,"(4, 6)",m,438,635,1179,1180,-100,0,100
96,115321157@N03,12121922403_7328a1b39d_o.jpg,1748,"(0, 2)",u,911,798,1435,1434,-90,0,121
97,115321157@N03,12123116705_95d91a342c_o.jpg,1748,"(0, 2)",u,1104,441,1428,1428,-95,0,116
98,115321157@N03,12112423365_8765fec1a0_o.jpg,1745,"(48, 53)",m,1098,709,382,382,-85,0,47
99,115321157@N03,12120469546_f836e640a3_o.jpg,1748,"(0, 2)",u,0,168,2012,2021,-95,0,158
100,115321157@N03,12112404496_35c004b90f_o.jpg,1772,"(8, 12)",m,1185,1206,568,567,-85,0,76
101,115321157@N03,12120190163_8c40b5cbb8_o.jpg,1748,"(0, 2)",u,337,562,1154,1154,-95,0,85
102,115321157@N03,12112102074_aac5fe2732_o.jpg,1747,"(25, 32)",m,505,586,1026,1026,-90,0,179
103,115321157@N03,12120271934_5847bf407a_o.jpg,1749,"(25, 32)",f,289,135,991,825,270,0,40
104,115321157@N03,12120271934_5847bf407a_o.jpg,1748,"(0, 2)",u,615,0,665,615,265,0,43
105,115321157@N03,12120478776_f39e9d21c3_o.jpg,1744,"(4, 6)",m,541,1311,982,982,-90,0,42
106,115321157@N03,12111075176_8b53d85b73_o.jpg,1747,"(25, 32)",m,548,513,599,599,-90,0,100
107,115321157@N03,12120011324_ee2d294c44_o.jpg,1753,"(38, 43)",m,2918,718,261,262,-5,0,126
108,115321157@N03,12120011324_ee2d294c44_o.jpg,1744,"(4, 6)",m,1115,1176,262,261,-5,0,119
109,115321157@N03,12120011324_ee2d294c44_o.jpg,1768,"(4, 6)",f,2068,800,249,248,-10,0,24
110,115321157@N03,12120011324_ee2d294c44_o.jpg,1757,"(4, 6)",f,1561,1251,243,242,5,0,81
111,115321157@N03,12120011324_ee2d294c44_o.jpg,1758,"(4, 6)",f,2049,1236,242,243,5,0,178
112,115321157@N03,12120011324_ee2d294c44_o.jpg,1759,"(4, 6)",f,1362,1217,242,242,0,0,62
113,115321157@N03,12120011324_ee2d294c44_o.jpg,1755,"(4, 6)",m,2459,1144,242,242,-5,0,154
114,115321157@N03,12120011324_ee2d294c44_o.jpg,1762,"(4, 6)",f,1625,776,242,242,0,0,35
115,115321157@N03,12120011324_ee2d294c44_o.jpg,1764,"(4, 6)",m,2628,777,242,242,0,0,76
116,115321157@N03,12120011324_ee2d294c44_o.jpg,1770,"(4, 6)",m,1410,753,242,243,-15,0,59
117,115321157@N03,12123391243_74968e0844_o.jpg,1744,"(4, 6)",m,237,659,1077,1078,-100,0,27
118,115321157@N03,12119925945_b27426332e_o.jpg,1748,"(0, 2)",u,135,0,2646,2448,-100,0,50
119,115321157@N03,12119626065_4d970bf3da_o.jpg,1767,"(0, 2)",u,911,713,523,523,10,0,94
120,115321157@N03,12112718373_ba58887140_o.jpg,1747,"(25, 32)",m,1112,753,688,689,0,0,97
121,115321157@N03,12120264006_e200f827be_o.jpg,1744,"(4, 6)",m,702,1169,804,804,-90,0,48
122,115321157@N03,12113498054_5da4c16608_o.jpg,1747,"(25, 32)",m,632,1064,529,529,-100,0,104
123,115321157@N03,12113498054_5da4c16608_o.jpg,1744,"(4, 6)",m,1158,965,415,415,-95,0,59
124,115321157@N03,12113114806_90102b5d8d_o.jpg,1747,"(25, 32)",m,663,140,1236,1237,-100,0,83
125,115321157@N03,12119903403_bbc8b27019_o.jpg,1757,"(4, 6)",f,1431,1179,242,242,5,0,55
126,115321157@N03,12119903403_bbc8b27019_o.jpg,1756,"(4, 6)",f,1663,1129,243,243,-5,0,86
127,115321157@N03,12119903403_bbc8b27019_o.jpg,1761,"(4, 6)",m,2283,1056,243,242,-10,0,205
128,115321157@N03,12119903403_bbc8b27019_o.jpg,1768,"(4, 6)",f,1872,731,242,242,-15,0,41
129,115321157@N03,12119903403_bbc8b27019_o.jpg,1762,"(4, 6)",f,1416,713,243,243,0,0,71
130,115321157@N03,12119903403_bbc8b27019_o.jpg,1770,"(4, 6)",m,1192,691,242,242,0,0,87
131,115321157@N03,12119903403_bbc8b27019_o.jpg,1763,"(4, 6)",f,1673,678,242,243,10,0,121
132,115321157@N03,12119903403_bbc8b27019_o.jpg,1764,"(4, 6)",m,2417,683,242,242,-5,0,97
133,115321157@N03,12120330354_5dc1ed5317_o.jpg,1747,"(25, 32)",m,54,0,977,776,-80,0,68
134,115321157@N03,12120330354_5dc1ed5317_o.jpg,1748,"(0, 2)",u,346,389,644,571,-85,0,32
135,115321157@N03,12120296634_51821ccda8_o.jpg,1748,"(0, 2)",u,737,816,1224,1224,-95,0,12
136,115321157@N03,12112415195_273b80126a_o.jpg,1744,"(4, 6)",m,731,670,1033,1033,-95,0,105
137,115321157@N03,12122032414_ee390c7076_o.jpg,1744,"(4, 6)",m,5,258,1880,1880,10,0,60
138,115321157@N03,12113383553_ac32b2e543_o.jpg,1744,"(4, 6)",m,1410,680,465,465,-85,0,113
139,115321157@N03,12120271796_97c795f99e_o.jpg,1767,"(0, 2)",u,1402,105,931,930,0,0,32
140,115321157@N03,12122036914_10d7cc5ec0_o.jpg,1748,"(0, 2)",u,293,317,1963,1963,-90,0,10
141,115321157@N03,12119623935_8949bddbd0_o.jpg,1744,"(4, 6)",m,766,228,196,196,170,0,107
142,115321157@N03,12112849454_11e3734c62_o.jpg,1744,"(4, 6)",m,694,382,1556,1556,-105,0,107
143,115321157@N03,12120027344_78027df9ba_o.jpg,1773,"(4, 6)",f,1797,310,835,835,-100,0,102
144,115321157@N03,12120225633_ce8f08a350_o.jpg,1748,"(0, 2)",u,279,364,728,596,-115,0,56
145,115321157@N03,12120331294_4f827dcdd5_o.jpg,1747,"(25, 32)",m,0,0,931,737,-85,0,58
146,115321157@N03,12122266896_9c7391efed_o.jpg,1748,"(0, 2)",u,1780,637,542,542,90,0,26
147,115321157@N03,12120547606_26f992c277_o.jpg,1748,"(0, 2)",u,0,0,2907,2448,-90,0,60
148,115321157@N03,12112014353_7f2e922172_o.jpg,1747,"(25, 32)",m,280,745,893,893,-85,0,181
149,115321157@N03,12112045203_c76f772eb9_o.jpg,1744,"(4, 6)",m,446,63,1938,1938,-105,0,97
150,115321157@N03,12120095433_ca5fa3138a_o.jpg,1748,"(0, 2)",u,0,0,2185,2274,-95,0,124
151,115321157@N03,12120029174_b920bb8d76_o.jpg,1774,"(8, 12)",f,809,548,1600,1600,-100,0,170
152,115321157@N03,12119792985_7ce7fbea82_o.jpg,1747,"(25, 32)",m,0,0,1836,2043,-100,0,78
153,115321157@N03,12120595686_905736edc0_o.jpg,1747,"(25, 32)",m,44,0,1013,806,-80,0,27
154,115321157@N03,12112703423_74e013f363_o.jpg,1744,"(4, 6)",m,1255,913,772,771,-80,0,125
155,115321157@N03,12110397645_5527ee66b2_o.jpg,1747,"(25, 32)",m,1480,1122,306,305,-95,0,26
156,115321157@N03,12120267896_b65c245ac6_o.jpg,1749,"(25, 32)",f,98,346,689,614,175,0,162
157,115321157@N03,12120538256_8d4ec9421c_o.jpg,1748,"(0, 2)",u,22,347,1957,1957,-90,0,83
158,115321157@N03,12111732995_167a9072bf_o.jpg,1744,"(4, 6)",m,639,1107,318,319,-105,0,41
159,115321157@N03,12120100413_ae2fcea640_o.jpg,1744,"(4, 6)",m,599,417,1071,1071,-90,0,82
160,115321157@N03,12120269946_1c48f03415_o.jpg,1744,"(4, 6)",m,307,538,1332,1333,-85,0,130
161,115321157@N03,12119624855_7b125af28b_o.jpg,1744,"(4, 6)",m,1120,580,1626,1625,0,0,64
162,115321157@N03,12112394305_72ff934deb_o.jpg,1747,"(25, 32)",m,2197,584,555,555,-10,0,78
163,115321157@N03,12112394305_72ff934deb_o.jpg,1746,"(25, 32)",m,1023,522,484,485,-5,0,59
164,115321157@N03,12120286926_75b54419cf_o.jpg,1767,"(0, 2)",u,624,870,644,644,0,0,58
165,115321157@N03,12119617525_4638d20839_o.jpg,1744,"(4, 6)",m,1625,419,682,682,0,0,31
166,115321157@N03,12123113315_ff2e0d89b5_o.jpg,1748,"(0, 2)",u,669,107,611,613,-95,0,76
167,115321157@N03,12112793394_c5d6bc6f9e_o.jpg,1744,"(4, 6)",m,134,0,1068,882,-90,0,59
168,115321157@N03,12113114346_919c6f893e_o.jpg,1744,"(4, 6)",m,1208,691,312,313,-100,0,101
169,115321157@N03,12122265316_14e815c816_o.jpg,1750,57,m,742,261,536,535,-5,0,148
170,115321157@N03,12122265316_14e815c816_o.jpg,1751,55,f,1013,667,536,536,-10,0,101
171,115321157@N03,12110607914_a43692a81a_o.jpg,1747,"(25, 32)",m,655,631,1345,1345,-90,0,88
172,115321157@N03,12111747745_72c5d5f3e6_o.jpg,1772,"(8, 12)",m,854,1069,376,376,-85,0,117
173,115321157@N03,12120107623_75020a194c_o.jpg,1744,"(4, 6)",m,537,1326,930,930,-75,0,36
174,115321157@N03,12119902045_4970487a87_o.jpg,1748,"(0, 2)",u,194,500,1288,1288,-95,0,58
175,115321157@N03,12122281746_3f9ca6b346_o.jpg,1748,"(0, 2)",u,384,380,1606,1607,-105,0,49
176,115321157@N03,12120012874_6f5202c1f9_o.jpg,1753,"(38, 43)",m,2703,632,267,268,-10,0,126
177,115321157@N03,12120012874_6f5202c1f9_o.jpg,1744,"(4, 6)",m,921,1110,261,262,-15,0,155
178,115321157@N03,12120012874_6f5202c1f9_o.jpg,1755,"(4, 6)",m,910,592,261,262,0,0,158
179,115321157@N03,12120012874_6f5202c1f9_o.jpg,1761,"(4, 6)",m,2288,1056,262,262,-10,0,201
180,115321157@N03,12120012874_6f5202c1f9_o.jpg,1759,"(4, 6)",f,1222,1123,255,255,5,0,100
181,115321157@N03,12120012874_6f5202c1f9_o.jpg,1757,"(4, 6)",f,1426,1176,242,242,5,0,88
182,115321157@N03,12120012874_6f5202c1f9_o.jpg,1758,"(4, 6)",f,1898,1152,242,242,0,0,178
183,115321157@N03,12120012874_6f5202c1f9_o.jpg,1756,"(4, 6)",f,1681,1128,242,242,-5,0,108
184,115321157@N03,12120012874_6f5202c1f9_o.jpg,1760,"(4, 6)",f,2524,1117,242,242,-5,0,65
185,115321157@N03,12120012874_6f5202c1f9_o.jpg,1762,"(4, 6)",f,1426,715,242,242,5,0,69
186,115321157@N03,12120012874_6f5202c1f9_o.jpg,1764,"(4, 6)",m,2432,694,242,243,-5,0,90
187,115321157@N03,12120012874_6f5202c1f9_o.jpg,1770,"(4, 6)",m,1219,686,242,243,0,0,71
188,115321157@N03,12120012874_6f5202c1f9_o.jpg,1763,"(4, 6)",f,1689,672,242,242,10,0,102
189,115321157@N03,12120012874_6f5202c1f9_o.jpg,1765,"(4, 6)",m,2089,651,242,243,10,0,96
190,115321157@N03,12110684593_a99d6c08e7_o.jpg,1747,"(25, 32)",m,377,1324,1256,1124,-80,0,94
191,115321157@N03,12120106283_c079ebe99e_o.jpg,1744,"(4, 6)",m,490,1188,957,957,-85,0,115
192,115321157@N03,12110782764_d2a0140fa4_o.jpg,1747,"(25, 32)",m,364,240,1964,1964,-90,0,120
193,115321157@N03,12120511366_189519c1e3_o.jpg,1748,"(0, 2)",u,731,168,2104,2104,90,0,35
194,115321157@N03,12120261706_5c0a4d1c22_o.jpg,1750,57,m,1480,710,312,313,0,0,18
195,115321157@N03,12113059186_bd0f337ed0_o.jpg,1744,"(4, 6)",m,581,336,2040,2040,-90,0,87
196,115321157@N03,12120587916_e5b7686cf6_o.jpg,1748,"(0, 2)",u,60,0,2926,2448,-95,0,75
197,115321157@N03,12112851264_eecb8cc512_o.jpg,1747,"(25, 32)",m,647,55,1262,1263,-100,0,86
198,115321157@N03,12120596976_492ec28b1b_o.jpg,1748,"(0, 2)",u,184,297,768,663,-110,0,80
199,115321157@N03,12112393735_37d36bc1aa_o.jpg,1747,"(25, 32)",m,1536,613,280,281,5,0,135
200,115321157@N03,12121992514_53986d0626_o.jpg,1744,"(4, 6)",m,447,642,893,892,-90,0,81
201,115321157@N03,12112418945_0c922b733d_o.jpg,1747,"(25, 32)",m,596,811,586,586,-90,0,123
202,115321157@N03,12112418945_0c922b733d_o.jpg,1744,"(4, 6)",m,1349,819,453,452,-95,0,71
203,115321157@N03,12119807855_71760a9317_o.jpg,1748,"(0, 2)",u,0,137,1974,1976,-95,0,145
204,115321157@N03,12120574636_6c5c496142_o.jpg,1748,"(0, 2)",u,204,0,2448,2244,-70,0,5
205,115321157@N03,12112799434_2ca7d900be_o.jpg,1744,"(4, 6)",m,457,1163,657,657,-5,0,41
206,115321157@N03,12120512396_a9c1eeaa1d_o.jpg,1750,57,m,578,503,561,561,0,0,43
207,115321157@N03,12120512396_a9c1eeaa1d_o.jpg,1749,"(25, 32)",f,1456,1251,466,465,15,0,40
208,115321157@N03,12119911463_d2cf87e69d_o.jpg,1767,"(0, 2)",u,619,973,619,619,-95,0,50
209,115321157@N03,12113089925_5fe9662f11_o.jpg,1744,"(4, 6)",m,428,653,905,905,-105,0,147
210,115321157@N03,12119808795_69451bc61f_o.jpg,1744,"(4, 6)",m,677,626,1052,1052,-95,0,37
211,115321157@N03,12120596636_0f8a1ca26a_o.jpg,1748,"(0, 2)",u,184,305,776,655,-105,0,73
212,115321157@N03,12122008904_6caa63d111_o.jpg,1750,57,m,1638,109,688,689,5,0,22
213,115321157@N03,12120599916_91bc5ecbdd_o.jpg,1748,"(0, 2)",u,207,336,769,624,-110,0,53
214,115321157@N03,12120597146_036bec01ff_o.jpg,1748,"(0, 2)",u,207,306,752,654,-110,0,72
215,115321157@N03,12119937205_184575974f_o.jpg,1748,"(0, 2)",u,288,377,712,583,-110,0,24
216,115321157@N03,12122254666_f004acdf2f_o.jpg,1744,"(4, 6)",m,697,729,244,231,-90,0,79
217,115321157@N03,12113740826_e85e61b474_o.jpg,1744,"(4, 6)",m,283,347,1938,1938,-80,0,60
218,115321157@N03,12113384013_21c707b29a_o.jpg,1747,"(25, 32)",m,870,285,1657,1657,5,0,95
219,115321157@N03,12113388143_47d82061c7_o.jpg,1749,"(25, 32)",f,433,185,768,768,195,0,19
220,115321157@N03,12112418425_2067bbd7be_o.jpg,1747,"(25, 32)",m,776,886,675,675,-75,0,99
221,115321157@N03,12113757086_3d51508b9b_o.jpg,1747,"(25, 32)",m,406,1161,472,472,-75,0,206
222,115321157@N03,12112820644_5007136eae_o.jpg,1752,"(15, 20)",m,364,1826,326,325,-90,0,118
223,115321157@N03,12120601856_a820dfc6ae_o.jpg,1748,"(0, 2)",u,342,415,688,545,-115,0,30
224,115321157@N03,12112420735_0bd8f915a3_o.jpg,1747,"(25, 32)",m,887,1040,287,287,-90,0,74
225,115321157@N03,12113742076_cf3095a6ea_o.jpg,1744,"(4, 6)",m,768,849,554,555,185,0,43
226,115321157@N03,12113057146_113b0a29e6_o.jpg,1744,"(4, 6)",m,39,0,1241,960,-95,0,41
227,115321157@N03,12112421096_a601616417_o.jpg,1747,"(25, 32)",m,1416,270,1046,1046,-15,0,120
228,115321157@N03,12119894035_e35cceff35_o.jpg,1748,"(0, 2)",u,347,0,713,593,250,0,18
229,115321157@N03,12121996784_11ac7d1da7_o.jpg,1748,"(0, 2)",u,395,655,1122,1122,-110,0,88
230,115321157@N03,12121628815_314667e93e_o.jpg,1744,"(4, 6)",m,347,216,446,446,-15,0,102
231,115321157@N03,12120239514_714c4def82_o.jpg,1747,"(25, 32)",m,350,784,1237,1236,-90,0,133
232,115321157@N03,12123507594_32e4990725_o.jpg,1748,"(0, 2)",u,1211,817,1224,1224,-100,0,90
233,115321157@N03,12119894853_8162664089_o.jpg,1744,"(4, 6)",m,540,114,740,844,-5,0,13
234,115321157@N03,12120501666_432364a161_o.jpg,1748,"(0, 2)",u,387,0,2416,1984,-90,0,83
235,115321157@N03,12113080926_bd0385fc9d_o.jpg,1747,"(25, 32)",m,1982,758,478,478,-10,0,112
236,115321157@N03,12113080926_bd0385fc9d_o.jpg,1744,"(4, 6)",m,1930,1184,427,427,-5,0,139
237,115321157@N03,12112387386_b17d0cc2e5_o.jpg,1744,"(4, 6)",m,605,1125,325,325,-75,0,48
238,115321157@N03,12113060326_13bc365951_o.jpg,1744,"(4, 6)",m,376,94,2110,2110,-90,0,53
239,115321157@N03,12123522444_75657236b2_o.jpg,1748,"(0, 2)",u,927,596,1224,1224,-95,0,70
240,115321157@N03,12111717845_9949853ea6_o.jpg,1747,"(25, 32)",m,156,570,1211,1211,-95,0,168
241,115321157@N03,12121614605_7f167c9a9d_o.jpg,1744,"(4, 6)",m,685,484,232,232,-85,0,34
242,115321157@N03,12112065273_d4aa5ef484_o.jpg,1747,"(25, 32)",m,1902,320,1001,1001,0,0,82
243,115321157@N03,12119605185_48c6c53696_o.jpg,1744,"(4, 6)",m,482,0,798,752,20,0,78
244,115321157@N03,12110672323_27b672c005_o.jpg,1749,"(25, 32)",f,984,1400,651,651,-95,0,69
